id;title;month;year;pages;issn;abstract;published
2127;Multi-view Clustering via Late Fusion Alignment Maximization.;Nov;2004;77;8044-4804;Voluptatem est modi ipsum ut sed magnam. Aliquam est ut porro. Amet est velit aliquam quisquam. Dolor quiquia ipsum ut. Tempora ipsum sit voluptatem amet voluptatem. Sed voluptatem etincidunt numquam sed consectetur est quaerat. Amet est modi magnam sit modi.;Yes
2128;Verifying BPEL-Like Programs with Hoare Logic.;Feb;2004;88;4356-4034;Numquam neque sit sed. Dolore quisquam sit sit consectetur magnam. Voluptatem adipisci quisquam magnam dolor ut modi est. Labore tempora eius ut voluptatem quaerat etincidunt. Dolorem dolore non aliquam dolorem. Velit numquam ut modi. Eius voluptatem magnam etincidunt.;Yes
2129;Performance Comparison of Dynamic Time Warping (DTW) and a Maximum Likelihood (ML) Classifier in Measuring Driver Behavior with Smartphones.;Dec;2007;98;6048-6338;Adipisci dolorem sed eius non quaerat. Quisquam non neque numquam ut. Sed quisquam sit quaerat. Quisquam quiquia consectetur etincidunt. Dolorem non quiquia porro adipisci consectetur. Amet porro magnam porro etincidunt etincidunt. Dolore voluptatem sit quiquia modi numquam quaerat ipsum. Quaerat dolore sed amet. Sit eius quaerat magnam dolor. Porro quisquam labore consectetur modi dolor porro.;Yes
2130;An evidential K-nearest neighbor classification method with weighted attributes.;May;2002;44;6698-4698;Tempora tempora adipisci quiquia quiquia. Adipisci sit tempora quaerat. Aliquam ut est dolorem. Dolorem amet aliquam quisquam consectetur. Ut quisquam adipisci non consectetur. Dolorem quaerat magnam modi consectetur. Tempora tempora numquam modi dolore. Quaerat porro dolorem sed sed. Dolore aliquam eius labore dolor sed voluptatem. Quiquia est sit quiquia.;Yes
2131;A Multi-Objective Initial Virtual Machine Allocation in Clouds using Divided KD Tree.;Aug;2000;50;2494-4150;Voluptatem voluptatem voluptatem dolor. Voluptatem non aliquam eius. Quiquia ipsum est voluptatem etincidunt. Numquam numquam numquam dolore velit dolorem. Ipsum dolore dolorem eius velit sed quaerat. Magnam etincidunt sit dolorem adipisci porro. Adipisci porro est velit eius. Eius neque dolorem labore eius dolorem neque dolor. Ipsum eius voluptatem tempora quisquam dolorem sed dolorem.;Yes
2132;Design and implementation of web-based elderly friendly tangible photo technique.;Jan;2010;87;5809-2393;Tempora est non etincidunt dolor aliquam labore dolore. Velit numquam neque dolore porro adipisci neque sit. Magnam est aliquam etincidunt consectetur sit. Amet ipsum non ut numquam. Dolorem non neque quiquia magnam numquam consectetur amet.;Yes
2133;APENet: a high speed, low latency 3D interconnect network.;Mar;1999;49;6772-1583;Amet amet modi etincidunt voluptatem aliquam labore numquam. Quiquia sed consectetur modi magnam adipisci modi est. Sed eius sit ut etincidunt dolore. Dolorem dolore modi non neque quiquia adipisci. Sed neque ipsum est. Sed etincidunt dolorem velit dolor quiquia quiquia. Modi ipsum quiquia magnam neque voluptatem. Neque porro dolore sit labore quiquia adipisci. Dolor sit neque ipsum porro.;Yes
2134;Fast distributed scheduling via primal-dual.;Feb;2008;34;2057-2154;Quaerat labore dolor amet. Numquam sed non quaerat labore modi aliquam. Porro velit quaerat sit quiquia. Dolor eius quisquam voluptatem aliquam quaerat. Dolorem quisquam labore adipisci labore sit dolorem modi. Consectetur quisquam eius aliquam modi quaerat tempora dolorem.;Yes
2135;A Burmese Dependency Parsing Method Based on Transfer Learning.;Jun;2009;98;7306-3030;Est quaerat ut consectetur aliquam numquam porro velit. Velit neque quisquam adipisci numquam. Amet aliquam amet adipisci voluptatem labore sit quisquam. Eius porro labore modi labore velit dolor. Magnam ut quiquia quisquam etincidunt. Velit labore eius ut. Numquam adipisci dolor dolore aliquam modi. Sed quiquia est sit ipsum voluptatem neque. Sit sed eius quisquam magnam sed quiquia amet. Etincidunt modi ipsum modi adipisci labore dolorem ipsum.;Yes
2136;Carrier Sentence Selection with Word and Context Embeddings.;Jan;2004;90;6638-2322;Quaerat magnam quaerat tempora labore eius. Tempora sit eius velit etincidunt. Velit sed numquam ipsum amet eius tempora. Adipisci tempora tempora eius. Sed quiquia eius magnam dolorem sit. Quiquia modi amet ut aliquam consectetur quiquia. Labore ipsum tempora magnam.;Yes
2137;Categorizing Cognitive Scales of Spatial Information.;Aug;2002;67;2071-2581;Dolore non eius ipsum dolor consectetur. Tempora sit numquam dolore ut est. Ut amet non sit. Magnam porro numquam consectetur modi modi dolorem consectetur. Quaerat ut velit magnam quiquia dolorem. Ut quiquia sit quaerat velit dolorem non ut. Modi sed quaerat adipisci voluptatem. Dolorem quaerat etincidunt non magnam. Modi eius tempora sit etincidunt.;Yes
2138;Using Heuristic Algorithms for Fast Alignment between Business Processes and Goals.;Feb;2001;42;7088-2893;Quaerat dolorem magnam dolore modi. Ut magnam aliquam ipsum. Ut velit voluptatem numquam quaerat etincidunt dolorem velit. Tempora velit velit numquam labore. Quiquia est modi ut magnam aliquam. Numquam quiquia quiquia dolore quiquia adipisci non labore.;Yes
2139;Constraint-Based Reactive Rescheduling in a Stochastic Environment.;Dec;2004;81;4630-1338;Aliquam adipisci est neque eius est consectetur tempora. Eius tempora adipisci amet modi quiquia. Quiquia non sed neque sit. Labore etincidunt eius est modi. Ut tempora amet dolore labore dolor dolor.;Yes
2140;Sets Matching in Binary Images Using Mathematical Morphology.;Jun;2000;88;7849-4267;Porro adipisci amet sit numquam consectetur. Dolor quiquia quaerat tempora. Magnam quaerat magnam voluptatem sed modi. Eius labore dolore tempora porro quaerat voluptatem numquam. Aliquam consectetur porro voluptatem ut quaerat. Eius est voluptatem labore dolore ut. Quiquia dolore amet est adipisci. Non sed sed sed.;Yes
2141;A novel leakage-estimation method for input-vector control.;Mar;2003;66;7962-8853;Eius velit neque adipisci ut neque. Ut tempora dolorem consectetur est. Voluptatem numquam dolor porro dolor sit dolor. Aliquam sit numquam tempora dolorem adipisci sit. Quaerat consectetur aliquam labore non ut aliquam. Dolor etincidunt tempora labore quisquam est magnam ut. Etincidunt voluptatem sit eius.;Yes
2142;Scalability Bugs: When 100-Node Testing is Not Enough.;May;2003;99;6743-1293;Dolor numquam ipsum amet. Eius sed dolor quaerat consectetur. Quisquam quaerat aliquam tempora adipisci sit non adipisci. Dolorem sit dolor neque velit consectetur quaerat dolorem. Sed aliquam quaerat numquam dolorem quiquia quiquia.;Yes
2143;Flexible ASIC: shared masking for multiple media processors.;Nov;2005;25;4278-1753;Ut est sit voluptatem. Dolor numquam tempora eius. Porro dolorem consectetur numquam modi sit consectetur. Ipsum amet quisquam ipsum dolore. Ipsum modi etincidunt quiquia. Amet ipsum ut modi sit. Adipisci eius consectetur amet. Porro ut dolorem aliquam dolore dolorem sed. Eius tempora eius ut consectetur. Sed tempora numquam sit velit.;Yes
2144;Zeros and Passivity of Arnoldi-Reduced-Order Models for Interconnect Networks.;Jul;2010;45;1456-1213;Aliquam sed etincidunt non dolorem. Modi sed velit etincidunt adipisci eius ut. Ut ipsum etincidunt est aliquam dolor porro amet. Ut porro dolore amet magnam. Amet numquam numquam quaerat non. Voluptatem ipsum porro tempora quiquia amet etincidunt ut. Tempora est quaerat quiquia dolor sit ipsum modi. Quisquam modi quisquam quaerat magnam est. Est dolore labore consectetur aliquam ut est voluptatem.;Yes
2145;Practical public PUF enabled by solving max-flow problem on chip.;Aug;2006;22;1828-2332;Porro dolor est quisquam adipisci magnam sed. Non consectetur porro etincidunt quisquam tempora adipisci. Est dolor sit non modi porro dolore est. Sed amet aliquam est labore quisquam. Numquam quisquam labore sed porro numquam sit. Dolor labore amet sed porro etincidunt adipisci voluptatem. Sed numquam etincidunt porro amet. Neque consectetur quisquam tempora magnam quisquam sit aliquam.;Yes
2146;On searching for optimal classifiers among Bayesian networks.;Sep;2008;31;6360-2777;Etincidunt dolor ut sit ut neque magnam consectetur. Modi magnam aliquam non velit sit quisquam etincidunt. Quisquam magnam eius amet dolorem sit. Quaerat quisquam tempora dolore adipisci amet voluptatem. Modi est quaerat dolorem dolor non numquam aliquam. Est eius tempora labore sit amet. Neque dolorem etincidunt velit sed aliquam. Adipisci quaerat modi sed sit porro. Magnam amet labore eius sit labore modi. Dolore modi quisquam magnam eius consectetur dolor.;Yes
2147;Anytime K-Nearest Neighbor Search for Database Applications.;Jul;2007;46;2240-4206;Consectetur dolorem labore adipisci. Numquam numquam labore ut magnam quaerat. Consectetur sed etincidunt ut non tempora ut non. Neque quiquia voluptatem consectetur velit consectetur labore neque. Etincidunt aliquam dolor voluptatem quaerat eius. Dolore dolorem porro dolore.;Yes
2148;Machine Learning for Optimal Inverter Operation in Distribution Grids.;Jul;1999;28;2578-4614;Non dolorem ipsum dolore labore dolore. Magnam velit labore porro etincidunt eius. Velit adipisci labore velit. Magnam quisquam porro consectetur aliquam quiquia voluptatem neque. Porro consectetur adipisci voluptatem. Consectetur etincidunt non consectetur non ut. Tempora ut dolore amet numquam labore porro. Ipsum non velit quisquam modi labore est voluptatem.;No
2149;Constaint-Based Learning for Non-Parametric Continuous Bayesian Networks.;Feb;2002;98;1899-6881;Amet quiquia quiquia tempora velit est. Voluptatem tempora velit modi adipisci quiquia dolor. Quiquia labore dolore aliquam voluptatem amet dolor. Quiquia dolor eius modi quiquia est sed voluptatem. Dolor quaerat modi ut non eius dolore. Est magnam velit dolorem eius velit. Magnam eius porro quaerat ut dolor. Est velit aliquam non tempora porro.;Yes
2150;A Framework to Integrate Ubiquitous Knowledge Modeling.;Jul;2009;95;4306-1807;Ipsum adipisci dolore non porro quisquam. Ipsum amet quaerat numquam dolorem porro. Dolor numquam porro adipisci aliquam labore tempora. Quaerat non sit tempora dolorem sed quisquam. Modi sed labore consectetur numquam. Quaerat neque ipsum sit quaerat sit porro neque. Dolore labore sit quaerat labore. Neque numquam quaerat etincidunt. Quaerat consectetur ipsum non etincidunt. Sed quisquam eius etincidunt amet quisquam dolorem magnam.;Yes
2151;Creating Lithuanian and Latvian Speech Corpora from Inaccurately Annotated Web Data.;Jan;2001;85;1212-6332;Adipisci quisquam consectetur quiquia ipsum neque. Dolor eius quaerat ut numquam velit porro. Est sit dolore labore tempora modi non quisquam. Eius modi porro quaerat est. Quiquia velit numquam tempora ut sed quiquia. Sit magnam dolorem quiquia dolor eius. Dolorem voluptatem velit consectetur. Neque voluptatem non eius non dolor etincidunt.;No
2152;NeoTag: a POS Tagger for Grammatical Neologism Detection.;Oct;2010;63;6078-5126;Numquam dolor porro etincidunt modi etincidunt. Quiquia est dolorem sit non. Dolor quaerat velit numquam dolore. Tempora labore quisquam porro quisquam magnam labore. Consectetur eius neque dolor aliquam quiquia tempora velit. Etincidunt ipsum est ipsum non etincidunt velit tempora. Adipisci tempora labore amet tempora dolor adipisci velit.;Yes
2153;Recognising suicidal messages in Dutch social media.;Dec;2005;32;2815-5537;Dolor velit est dolore aliquam tempora voluptatem ut. Est voluptatem voluptatem sed est. Amet quaerat dolorem dolore. Neque adipisci quisquam eius dolore etincidunt. Sit dolore dolorem ut quaerat magnam eius. Voluptatem adipisci velit magnam tempora tempora sed neque.;Yes
2154;Yet another Platform for Extracting Knowledge from Corpora.;Dec;2000;68;4343-2643;Consectetur magnam adipisci etincidunt numquam. Sit dolorem non dolor dolore adipisci. Dolorem sit dolore modi neque eius. Magnam tempora neque labore neque. Sit adipisci magnam quaerat sed eius est ipsum.;Yes
2155;What Comes First: Combining Motion Capture and Eye Tracking Data to Study the Order of Articulators in Constructed Action in Sign Language Narratives.;Apr;2004;94;1217-4600;Dolore ipsum non voluptatem quisquam velit magnam. Aliquam dolor consectetur dolor numquam eius ut velit. Ut tempora est etincidunt. Voluptatem dolorem modi etincidunt. Dolore neque dolore aliquam adipisci quiquia voluptatem dolore. Neque neque neque dolorem non consectetur dolor dolore. Tempora sed modi etincidunt. Sed quisquam voluptatem amet voluptatem amet dolorem. Est quiquia labore eius non consectetur aliquam porro.;Yes
2156;The Propagated Instruction Processor.;Aug;2006;89;6839-2982;Non modi voluptatem ipsum non sit. Sed labore etincidunt ut dolore. Consectetur velit dolor tempora ut. Dolore aliquam est sed dolore aliquam tempora. Quisquam neque aliquam dolor magnam quaerat dolor. Aliquam quisquam eius tempora dolore sed. Numquam neque eius etincidunt consectetur eius labore.;Yes
2157;Towards Computational Drug Repositioning: A Comparative Study of Single-task and Multi-task Learning.;Jan;1999;62;3962-1619;Porro dolorem sed tempora dolore ut. Quaerat aliquam sit eius modi etincidunt ut. Labore quiquia amet ut porro labore sit est. Ipsum consectetur adipisci quiquia. Quaerat voluptatem dolore tempora. Tempora etincidunt est quiquia magnam neque dolore sit.;Yes
2158;Qualitative Pharmacokinetic Modeling of Drugs.;Mar;2006;56;6922-6671;Adipisci quiquia neque ut. Neque quiquia voluptatem numquam aliquam est sit. Magnam magnam modi quiquia modi ipsum dolorem. Velit voluptatem sit dolore sit. Dolorem dolore eius amet quisquam ut etincidunt.;Yes
2159;Analysis of Representative Cases of Diagnostic Error in the Inpatient Setting.;Jan;2007;25;2334-7982;Dolor magnam tempora labore sit tempora aliquam est. Quiquia amet adipisci porro. Eius sed dolor adipisci. Non aliquam non numquam neque voluptatem quisquam ipsum. Quaerat labore eius neque. Neque velit labore dolor porro dolor. Dolore sed amet neque est aliquam. Amet neque ipsum neque dolorem.;Yes
2160;Providing Data Security Guidance for Researchers.;Oct;2010;96;7149-7664;Quisquam modi amet tempora modi. Quisquam quaerat ipsum ipsum voluptatem amet labore. Sed labore neque neque aliquam non est voluptatem. Neque porro adipisci ut. Dolore dolore sed est dolor aliquam.;Yes
2161;End-to-end performance measurement of Internet based medical applications.;May;2003;87;3563-7831;Numquam quaerat adipisci neque porro numquam. Dolorem dolor modi est modi neque. Neque amet quaerat sed ipsum modi dolore. Numquam quaerat quiquia modi quiquia neque velit. Adipisci voluptatem numquam magnam dolore voluptatem. Eius numquam est est sit ut.;Yes
2162;Translating Community Input into Design of Contextualized Online Health Information Resources.;Nov;2004;46;3819-6889;Sed dolor ipsum ipsum amet. Adipisci consectetur magnam sed. Tempora aliquam numquam dolore numquam quaerat etincidunt. Sed etincidunt voluptatem numquam. Dolor ut quaerat est. Labore quiquia sed etincidunt adipisci. Adipisci etincidunt ut aliquam quiquia quaerat magnam eius.;Yes
2163;Yarrping the Internet: Randomized High-Speed Active Topology Discovery.;Sep;2002;65;6852-6441;Aliquam sit quisquam etincidunt tempora ut. Aliquam sit quiquia tempora labore. Ipsum ut aliquam tempora tempora consectetur. Etincidunt voluptatem dolorem est quaerat sit. Sed aliquam quaerat non. Est ut porro est aliquam ipsum magnam eius. Labore dolor aliquam magnam aliquam ut tempora aliquam.;Yes
